Optical constants n+ik of olivine (z-orientation, E||z) of natural single crystal olivine
from the University of Freiberg 

A(1/cm)	n.z	k.z
4598.377	1.624047	0.000034
4599.598	1.624054	0.000034
4600.818	1.624061	0.000034
4602.039	1.624068	0.000034
4603.26	1.624075	0.000034
4604.48	1.624082	0.000034
4605.701	1.624089	0.000034
4606.922	1.624096	0.000034
4608.142	1.624103	0.000034
4609.363	1.62411	0.000034
4610.584	1.624117	0.000034
4611.805	1.624124	0.000034
4613.025	1.624131	0.000034
4614.246	1.624138	0.000034
4615.467	1.624146	0.000034
4616.687	1.624153	0.000034
4617.908	1.62416	0.000034
4619.129	1.624167	0.000034
4620.349	1.624174	0.000034
4621.57	1.624181	0.000034
4622.791	1.624188	0.000034
4624.012	1.624195	0.000034
4625.232	1.624202	0.000034
4626.453	1.624208	0.000034
4627.674	1.624215	0.000034
4628.894	1.624222	0.000034
4630.115	1.624229	0.000034
4631.336	1.624236	0.000034
4632.556	1.624243	0.000034
4633.777	1.62425	0.000034
4634.998	1.624257	0.000034
4636.219	1.624264	0.000034
4637.439	1.624271	0.000034
4638.66	1.624278	0.000033
4639.881	1.624285	0.000033
4641.101	1.624292	0.000033
4642.322	1.624299	0.000033
4643.543	1.624305	0.000033
4644.763	1.624312	0.000033
4645.984	1.624319	0.000033
4647.205	1.624326	0.000033
4648.426	1.624333	0.000033
4649.646	1.62434	0.000033
4650.867	1.624347	0.000033
4652.088	1.624354	0.000033
4653.308	1.62436	0.000033
4654.529	1.624367	0.000033
4655.75	1.624374	0.000033
4656.97	1.624381	0.000033
4658.191	1.624388	0.000033
4659.412	1.624395	0.000033
4660.633	1.624401	0.000033
4661.853	1.624408	0.000033
4663.074	1.624415	0.000033
4664.295	1.624422	0.000033
4665.515	1.624429	0.000033
4666.736	1.624435	0.000033
4667.957	1.624442	0.000033
4669.177	1.624449	0.000033
4670.398	1.624456	0.000033
4671.619	1.624463	0.000033
4672.84	1.624469	0.000033
4674.06	1.624476	0.000033
4675.281	1.624483	0.000033
4676.502	1.62449	0.000033
4677.722	1.624496	0.000033
4678.943	1.624503	0.000033
4680.164	1.62451	0.000033
4681.384	1.624516	0.000033
4682.605	1.624523	0.000033
4683.826	1.62453	0.000033
4685.047	1.624537	0.000032
4686.267	1.624543	0.000032
4687.488	1.62455	0.000032
4688.709	1.624557	0.000032
4689.929	1.624563	0.000032
4691.15	1.62457	0.000032
4692.371	1.624577	0.000032
4693.591	1.624583	0.000032
4694.812	1.62459	0.000032
4696.033	1.624597	0.000032
4697.254	1.624603	0.000032
4698.474	1.62461	0.000032
4699.695	1.624617	0.000032
4700.916	1.624623	0.000032
4702.136	1.62463	0.000032
4703.357	1.624637	0.000032
4704.578	1.624643	0.000032
4705.798	1.62465	0.000032
4707.019	1.624656	0.000032
4708.24	1.624663	0.000032
4709.461	1.62467	0.000032
4710.681	1.624676	0.000032
4711.902	1.624683	0.000032
4713.123	1.624689	0.000032
4714.343	1.624696	0.000032
4715.564	1.624703	0.000032
4716.785	1.624709	0.000032
4718.005	1.624716	0.000032
4719.226	1.624722	0.000032
4720.447	1.624729	0.000032
4721.668	1.624735	0.000032
4722.888	1.624742	0.000032
4724.109	1.624748	0.000032
4725.33	1.624755	0.000032
4726.55	1.624761	0.000032
4727.771	1.624768	0.000031
4728.992	1.624775	0.000031
4730.212	1.624781	0.000031
4731.433	1.624788	0.000031
4732.654	1.624794	0.000031
4733.875	1.624801	0.000031
4735.095	1.624807	0.000031
4736.316	1.624814	0.000031
4737.537	1.62482	0.000031
4738.757	1.624826	0.000031
4739.978	1.624833	0.000031
4741.199	1.624839	0.000031
4742.419	1.624846	0.000031
4743.64	1.624852	0.000031
4744.861	1.624859	0.000031
4746.082	1.624865	0.000031
4747.302	1.624872	0.000031
4748.523	1.624878	0.000031
4749.744	1.624884	0.000031
4750.964	1.624891	0.000031
4752.185	1.624897	0.000031
4753.406	1.624904	0.000031
4754.626	1.62491	0.000031
4755.847	1.624917	0.000031
4757.068	1.624923	0.000031
4758.289	1.624929	0.000031
4759.509	1.624936	0.000031
4760.73	1.624942	0.000031
4761.951	1.624949	0.000031
4763.171	1.624955	0.000031
4764.392	1.624961	0.000031
4765.613	1.624968	0.000031
4766.833	1.624974	0.000031
4768.054	1.62498	0.000031
4769.275	1.624987	0.000031
4770.496	1.624993	0.000031
4771.716	1.624999	0.000031
4772.937	1.625006	0.000031
4774.158	1.625012	0.000031
4775.378	1.625018	0.000031
4776.599	1.625025	0.00003
4777.82	1.625031	0.00003
4779.04	1.625037	0.00003
4780.261	1.625044	0.00003
4781.482	1.62505	0.00003
4782.703	1.625056	0.00003
4783.923	1.625062	0.00003
4785.144	1.625069	0.00003
4786.365	1.625075	0.00003
4787.585	1.625081	0.00003
4788.806	1.625087	0.00003
4790.027	1.625094	0.00003
4791.247	1.6251	0.00003
4792.468	1.625106	0.00003
4793.689	1.625112	0.00003
4794.91	1.625119	0.00003
4796.13	1.625125	0.00003
4797.351	1.625131	0.00003
4798.572	1.625137	0.00003
4799.792	1.625144	0.00003
4801.013	1.62515	0.00003
4802.234	1.625156	0.00003
4803.454	1.625162	0.00003
4804.675	1.625168	0.00003
4805.896	1.625175	0.00003
4807.117	1.625181	0.00003
4808.337	1.625187	0.00003
4809.558	1.625193	0.00003
4810.779	1.625199	0.00003
4811.999	1.625206	0.00003
4813.22	1.625212	0.00003
4814.441	1.625218	0.00003
4815.661	1.625224	0.00003
4816.882	1.62523	0.00003
4818.103	1.625236	0.00003
4819.324	1.625242	0.00003
4820.544	1.625249	0.00003
4821.765	1.625255	0.00003
4822.986	1.625261	0.00003
4824.206	1.625267	0.00003
4825.427	1.625273	0.00003
4826.648	1.625279	0.00003
4827.868	1.625285	0.00003
4829.089	1.625291	0.00003
4830.31	1.625298	0.00003
4831.531	1.625304	0.00003
4832.751	1.62531	0.00003
4833.972	1.625316	0.000029
4835.193	1.625322	0.000029
4836.413	1.625328	0.000029
4837.634	1.625334	0.000029
4838.855	1.62534	0.000029
4840.075	1.625346	0.000029
4841.296	1.625352	0.000029
4842.517	1.625358	0.000029
4843.738	1.625364	0.000029
4844.958	1.62537	0.000029
4846.179	1.625376	0.000029
4847.4	1.625383	0.000029
4848.62	1.625389	0.000029
4849.841	1.625395	0.000029
4851.062	1.625401	0.000029
4852.282	1.625407	0.000029
4853.503	1.625413	0.000029
4854.724	1.625419	0.000029
4855.945	1.625425	0.000029
4857.165	1.625431	0.000029
4858.386	1.625437	0.000029
4859.607	1.625443	0.000029
4860.827	1.625449	0.000029
4862.048	1.625455	0.000029
4863.269	1.625461	0.000029
4864.489	1.625466	0.000029
4865.71	1.625472	0.000029
4866.931	1.625478	0.000029
4868.152	1.625484	0.000029
4869.372	1.62549	0.000029
4870.593	1.625496	0.000029
4871.814	1.625502	0.000029
4873.034	1.625508	0.000029
4874.255	1.625514	0.000029
4875.476	1.62552	0.000029
4876.696	1.625526	0.000029
4877.917	1.625532	0.000029
4879.138	1.625538	0.000029
4880.359	1.625544	0.000029
4881.579	1.62555	0.000029
4882.8	1.625556	0.000029
4884.021	1.625561	0.000029
4885.241	1.625567	0.000029
4886.462	1.625573	0.000029
4887.683	1.625579	0.000028
4888.903	1.625585	0.000028
4890.124	1.625591	0.000028
4891.345	1.625597	0.000028
4892.566	1.625602	0.000028
4893.786	1.625608	0.000028
4895.007	1.625614	0.000028
4896.228	1.62562	0.000028
4897.448	1.625626	0.000028
4898.669	1.625632	0.000028
4899.89	1.625638	0.000028
4901.11	1.625643	0.000028
4902.331	1.625649	0.000028
4903.552	1.625655	0.000028
4904.773	1.625661	0.000028
4905.993	1.625667	0.000028
4907.214	1.625672	0.000028
4908.435	1.625678	0.000028
4909.655	1.625684	0.000028
4910.876	1.62569	0.000028
4912.097	1.625696	0.000028
4913.317	1.625701	0.000028
4914.538	1.625707	0.000028
4915.759	1.625713	0.000028
4916.98	1.625719	0.000028
4918.2	1.625725	0.000028
4919.421	1.62573	0.000028
4920.642	1.625736	0.000028
4921.862	1.625742	0.000028
4923.083	1.625748	0.000028
4924.304	1.625753	0.000028
4925.524	1.625759	0.000028
4926.745	1.625765	0.000028
4927.966	1.625771	0.000028
4929.187	1.625776	0.000028
4930.407	1.625782	0.000028
4931.628	1.625788	0.000028
4932.849	1.625793	0.000028
4934.069	1.625799	0.000028
4935.29	1.625805	0.000028
4936.511	1.625811	0.000028
4937.731	1.625816	0.000028
4938.952	1.625822	0.000028
4940.173	1.625828	0.000028
4941.394	1.625833	0.000028
4942.614	1.625839	0.000028
4943.835	1.625845	0.000028
4945.056	1.62585	0.000027
4946.276	1.625856	0.000027
4947.497	1.625862	0.000027
4948.718	1.625865	0.000027
4949.938	1.625867	0.000027
4951.159	1.625873	0.000027
4952.38	1.625879	0.000027
4953.601	1.625884	0.000027
4954.821	1.62589	0.000027
4956.042	1.625896	0.000027
4957.263	1.625901	0.000027
4958.483	1.625907	0.000027
4959.704	1.625912	0.000027
4960.925	1.625918	0.000027
4962.145	1.625924	0.000027
4963.366	1.625929	0.000027
4964.587	1.625935	0.000027
4965.808	1.625941	0.000027
4967.028	1.625946	0.000027
4968.249	1.625952	0.000027
4969.47	1.625957	0.000027
4970.69	1.625963	0.000027
4971.911	1.625968	0.000027
4973.132	1.625974	0.000027
4974.352	1.62598	0.000027
4975.573	1.625985	0.000027
4976.794	1.625991	0.000027
4978.015	1.625996	0.000027
4979.235	1.626002	0.000027
4980.456	1.626008	0.000027
4981.677	1.626013	0.000027
4982.897	1.626019	0.000027
4984.118	1.626024	0.000027
4985.339	1.62603	0.000027
4986.559	1.626035	0.000027
4987.78	1.626041	0.000027
4989.001	1.626046	0.000027
4990.222	1.626052	0.000027
4991.442	1.626057	0.000027
4992.663	1.626063	0.000027
4993.884	1.626068	0.000027
4995.104	1.626074	0.000027
4996.325	1.626079	0.000027
4997.546	1.626085	0.000027
4998.766	1.62609	0.000027
4999.987	1.626096	0.000026
5000	1.61937539	0.0000122
5045.80916183	1.61958895	0.000012
5091.61832366	1.61979673	0.000012
5137.4274855	1.61999923	0.00001209
5183.23664733	1.62019588	0.000013
5229.04580916	1.62038751	0.000012
5274.85497099	1.6205739	0.000012
5320.66413283	1.62075503	0.000012
5366.47329466	1.62093141	0.000012
5412.28245649	1.62110407	0.000012
5458.09161832	1.62127135	0.000012
5503.90078016	1.62143535	0.00001192
5549.70994199	1.62159457	0.000012
5595.51910382	1.62174967	0.000012
5641.32826565	1.6219008	0.00001177
5687.13742749	1.62204792	0.000012
5732.94658932	1.62219202	0.000012
5778.75575115	1.62233312	0.000012
5824.56491298	1.62247025	0.000012
5870.37407481	1.62260426	0.000012
5916.18323665	1.62273484	0.000012
5961.99239848	1.62286242	0.000013
6007.80156031	1.622987	0.000013
6053.61072214	1.62310879	0.000014
6099.41988398	1.62322816	0.000015
6145.22904581	1.62334476	0.00001582
6191.03820764	1.62345833	0.000017
6236.84736947	1.62356892	0.000018
6282.65653131	1.62367767	0.00002
6328.46569314	1.62378407	0.000021
6374.27485497	1.62388867	0.000023
6420.0840168	1.62398983	0.000025
6465.89317864	1.62408984	0.000027
6511.70234047	1.62418694	0.000029
6557.5115023	1.624282	0.000032
6603.32066413	1.62437558	0.000035
6649.12982597	1.6244671	0.00003795
6694.9389878	1.62455616	0.000041
6740.74814963	1.62464421	0.000044
6786.55731146	1.62472927	0.00004789
6832.36647329	1.62481348	0.000052
6878.17563513	1.62489639	0.000055
6923.98479696	1.62497665	0.000059
6969.79395879	1.62505622	0.000064
7015.60312062	1.62513355	0.000068
7061.41228246	1.62520959	0.000072
7107.22144429	1.62528366	0.000077
7153.03060612	1.62535671	0.00008102
7198.83976795	1.62542877	0.000086
7244.64892979	1.62549882	0.000091
7290.45809162	1.62556787	0.00009474
7336.26725345	1.62563593	0.000099
7382.07641528	1.62570198	0.000104
7427.88557712	1.62576704	0.000108
7473.69473895	1.62583109	0.000112
7519.50390078	1.62589408	0.000116
7565.31306261	1.6259552	0.00012
7611.12222444	1.62601612	0.000123
7656.93138628	1.62607531	0.000126
7702.74054811	1.62613336	0.00013
7748.54970994	1.62619043	0.000133
7794.35887177	1.62624724	0.000136
7840.16803361	1.62630177	0.000139
7885.97719544	1.62635629	0.000141
7931.78635727	1.62640982	0.000144
7977.5955191	1.62646235	0.000147
8023.40468094	1.62651375	0.00014947
8069.21384277	1.6265644	0.00015214
8115.0230046	1.62661393	0.00015423
8160.83216643	1.62666292	0.00015691
8206.64132827	1.62671098	0.00015939
8252.4504901	1.62675852	0.00016181
8298.25965193	1.62680408	0.00016425
8344.06881376	1.62685056	0.00016635
8389.8779756	1.6268951	0.00016911
8435.68713743	1.62693962	0.00017169
8481.49629926	1.62698315	0.00017363
8527.30546109	1.62702568	0.00017608
8573.11462292	1.62706821	0.00017842
8618.92378476	1.62710947	0.00018077
8664.73294659	1.62715026	0.00018331
8710.54210842	1.62718979	0.00018575
8756.35127025	1.62722931	0.00018855
8802.16043209	1.62726884	0.00019027
8847.96959392	1.62730637	0.00019302
8893.77875575	1.6273439	0.00019453
8939.58791758	1.62738142	0.00019689
8985.39707942	1.62741795	0.00019806
9031.20624125	1.62745348	0.00019893
9077.01540308	1.627489	0.0001997
9122.82456491	1.627524	0.00020006
9168.63372675	1.62755806	0.00020003
9214.44288858	1.627592	0.00019968
9260.25205041	1.62762512	0.00019891
9306.06121224	1.62765864	0.00019754
9351.87037407	1.62769017	0.00019615
9397.67953591	1.6277227	0.00019414
9443.48869774	1.627754	0.00019174
9489.29785957	1.62778475	0.000189
9535.1070214	1.62781528	0.0001862
9580.91618324	1.627845	0.00018322
9626.72534507	1.62787434	0.00018
9672.5345069	1.62790386	0.00017672
9718.34366873	1.62793239	0.00017346
9764.15283057	1.62796092	0.00016992
9809.9619924	1.62798944	0.00016606
9855.77115423	1.62801698	0.0001626
9901.58031606	1.628044	0.00015881
9947.3894779	1.628071	0.00015519
9993.19863973	1.628097	0.00015138
10039.00780156	1.62812308	0.00014751
10084.81696339	1.628149	0.00014396
10130.62612523	1.62817414	0.0001403
10176.43528706	1.62819967	0.00013675
10222.24444889	1.628224	0.0001334
10268.05361072	1.628248	0.00012965
10313.86277255	1.62827225	0.00012627
10359.67193439	1.628296	0.00012294
10405.48109622	1.6283193	0.00011954
10451.29025805	1.62834283	0.0001164
10497.09941988	1.62836536	0.00011322
10542.90858172	1.62838788	0.00011024
10588.71774355	1.62841	0.00010727
10634.52690538	1.62843194	0.00010436
10680.33606721	1.62845347	0.0001016
10726.14522905	1.628475	0.00009892
10771.95439088	1.628496	0.00009624
10817.76355271	1.628517	0.00009376
10863.57271454	1.628537	0.00009128
10909.38187638	1.62855711	0.00008904
10955.19103821	1.62857763	0.0000868
11001.00020004	1.62859716	0.00008475
11046.80936187	1.62861669	0.00008276
11092.6185237	1.628636	0.00008085
11138.42768554	1.628655	0.00007894
11184.23684737	1.628674	0.00007723
11230.0460092	1.6286928	0.00007563
11275.85517103	1.628711	0.00007402
11321.66433287	1.628729	0.00007251
11367.4734947	1.628747	0.000071
11413.28265653	1.6287649	0.00006969
11459.09181836	1.628782	0.00006839
11504.9009802	1.628799	0.00006709
11550.71014203	1.628816	0.00006591
11596.51930386	1.62883302	0.00006474
11642.32846569	1.62885	0.00006365
11688.13762753	1.62886607	0.0000625
11733.94678936	1.6288826	0.00006134
11779.75595119	1.628899	0.00006025
11825.56511302	1.62891465	0.00005918
11871.37427485	1.62893018	0.00005811
11917.18343669	1.62894571	0.00005704
11962.99259852	1.628961	0.00005597
12008.80176035	1.628976	0.00005489
12054.61092218	1.628991	0.00005372
12100.42008402	1.629006	0.00005265
12146.22924585	1.62902034	0.00005168
12192.03840768	1.629035	0.00004977
12237.84756951	1.6290494	0.00004705
12283.65673135	1.62906393	0.00004576
12329.46589318	1.629078	0.00004459
12375.27505501	1.629091	0.00004332
12421.08421684	1.629105	0.00004245
12466.89337868	1.629119	0.00004127
12512.70254051	1.629132	0.0000401
12558.51170234	1.62914509	0.00003917
12604.32086417	1.62915862	0.00003813
12650.13002601	1.62917115	0.00003718
12695.93918784	1.629184	0.00003612
12741.74834967	1.629197	0.00003514
12787.5575115	1.62920973	0.00003387
12833.36667333	1.629222	0.00003275
12879.17583517	1.629234	0.00003163
12924.984997	1.62924632	0.00003066
12970.79415883	1.62925884	0.00002944
13016.60332066	1.62927	0.00002851
13062.4124825	1.629282	0.00002747
13108.22164433	1.629294	0.00002657
13154.03080616	1.629305	0.0000256
13199.83996799	1.62931648	0.00002486
13245.64912983	1.629328	0.00002403
13291.45829166	1.629339	0.00002319
13337.26745349	1.62935	0.00002245
13383.07661532	1.629361	0.00002164
13428.88577716	1.629372	0.00002088
13474.69493899	1.62938264	0.00002015
13520.50410082	1.629393	0.00001941
13566.31326265	1.6294037	0.00001877
13612.12242448	1.629414	0.00001814
13657.93158632	1.629424	0.0000176
13703.74074815	1.629435	0.00001697
13749.54990998	1.6294448	0.00001653
13795.35907181	1.62945434	0.00001609
13841.16823365	1.62946486	0.00001556
13886.97739548	1.629474	0.00001522
13932.78655731	1.629484	0.00001489
13978.59571914	1.62949345	0.00001435
14024.40488098	1.629503	0.00001391
14070.21404281	1.6295125	0.0000136
14116.02320464	1.629522	0.00001324
14161.83236647	1.629531	0.0000128
14207.64152831	1.62954	0.0000124
14253.45069014	1.629549	0.0000121
14299.25985197	1.629558	0.0000118
14345.0690138	1.629567	0.00001146
14390.87817564	1.629576	0.0000112
14436.68733747	1.629584	0.000011
14482.4964993	1.629593	0.00001075
14528.30566113	1.62960178	0.0000106
14574.11482296	1.62961	0.00001028
14619.9239848	1.629618	0.0000101
14665.73314663	1.629631	0.0000099
14711.54230846	1.629643	0.00000967
14757.35147029	1.62965541	0.0000096
14803.16063213	1.62966794	0.0000094
14848.96979396	1.62967947	0.0000093
14894.77895579	1.629691	0.0000093
14940.58811762	1.629703	0.0000092
14986.39727946	1.629714	0.000009
15032.20644129	1.629725	0.000009
15078.01560312	1.629736	0.0000089
15123.82476495	1.629747	0.0000089
15169.63392679	1.629758	0.00000888
15215.44308862	1.629768	0.0000089
15261.25225045	1.62977821	0.00000896
15307.06141228	1.629788	0.000009
15352.87057411	1.629798	0.000009
15398.67973595	1.629808	0.000009
15444.48889778	1.62981732	0.000009
15490.29805961	1.629827	0.000009
15536.10722144	1.629836	0.000009
15581.91638328	1.629845	0.0000089
15627.72554511	1.629854	0.0000089
15673.53470694	1.629863	0.0000089
15719.34386877	1.629872	0.0000089
15765.15303061	1.62988	0.0000088
15810.96219244	1.62988854	0.0000088
15856.77135427	1.629897	0.0000087
15902.5805161	1.629905	0.0000086
15948.38967794	1.629913	0.0000085
15994.19883977	1.629921	0.0000084
16040.0080016	1.629928	0.00000823
16085.81716343	1.629936	0.0000081
16131.62632527	1.629943	0.00000796
16177.4354871	1.62995076	0.0000078
16223.24464893	1.629958	0.00000769
16269.05381076	1.629965	0.0000075
16314.86297259	1.629972	0.00000732
16360.67213443	1.62997887	0.0000072
16406.48129626	1.629985	0.0000071
16452.29045809	1.629992	0.000007
16498.09961992	1.629998	0.00000687
16543.90878176	1.630004	0.0000067
16589.71794359	1.630011	0.0000066
16635.52710542	1.630017	0.0000066
16681.33626725	1.630023	0.0000065
16727.14542909	1.630029	0.00000639
16772.95459092	1.630034	0.0000062
16818.76375275	1.63004	0.0000061
16864.57291458	1.63004567	0.000006
16910.38207642	1.630051	0.0000059
16956.19123825	1.630056	0.0000058
17002.00040008	1.630062	0.0000057
17047.80956191	1.630067	0.00000564
17093.61872374	1.630072	0.0000055
17139.42788558	1.630077	0.0000054
17185.23704741	1.630082	0.0000054
17231.04620924	1.630086	0.0000053
17276.85537107	1.630091	0.0000052
17322.66453291	1.63009595	0.0000051
17368.47369474	1.6301	0.00000509
17414.28285657	1.630104	0.0000049
17460.0920184	1.630109	0.0000049
17505.90118024	1.630113	0.0000048
17551.71034207	1.630117	0.0000048
17597.5195039	1.630121	0.00000461
17643.32866573	1.630125	0.0000046
17689.13782757	1.630129	0.0000046
17734.9469894	1.630133	0.0000045
17780.75615123	1.63013623	0.0000045
17826.56531306	1.63014	0.0000045
17872.37447489	1.630144	0.0000045
17918.18363673	1.630147	0.0000045
17963.99279856	1.630151	0.0000044
18009.80196039	1.630154	0.0000044
18055.61112222	1.630157	0.0000044
18101.42028406	1.63016	0.0000045
18147.22944589	1.630164	0.0000045
18193.03860772	1.630167	0.0000045
18238.84776955	1.63017	0.0000045
18284.65693139	1.630173	0.0000045
18330.46609322	1.630175	0.0000046
18376.27525505	1.630178	0.0000047
18422.08441688	1.630181	0.0000047
18467.89357872	1.630184	0.0000048
18513.70274055	1.630186	0.0000049
18559.51190238	1.630189	0.000005
18605.32106421	1.630191	0.00000508
18651.13022605	1.630194	0.0000051
18696.93938788	1.630196	0.0000052
18742.74854971	1.630198	0.0000053
18788.55771154	1.630201	0.0000054
18834.36687337	1.630203	0.00000546
18880.17603521	1.630205	0.0000055
18925.98519704	1.630207	0.0000056
18971.79435887	1.630209	0.0000056
19017.6035207	1.630211	0.0000056
19063.41268254	1.630213	0.0000057
19109.22184437	1.630215	0.0000057
19155.0310062	1.630217	0.0000057
19200.84016803	1.630218	0.0000057
19246.64932987	1.63022	0.0000058
19292.4584917	1.630222	0.0000058
19338.26765353	1.630223	0.0000058
19384.07681536	1.630225	0.00000589
19429.8859772	1.630226	0.0000059
19475.69513903	1.630228	0.000006
19521.50430086	1.630229	0.000006
19567.31346269	1.630231	0.0000061
19613.12262452	1.630232	0.00000617
19658.93178636	1.630234	0.0000062
19704.74094819	1.630235	0.0000063
19750.55011002	1.630236	0.0000064
19796.35927185	1.630237	0.0000065
19842.16843369	1.630238	0.0000067
19887.97759552	1.63024	0.00000689
19933.78675735	1.630241	0.00000713
19979.59591918	1.630242	0.0000074
20025.40508102	1.630243	0.0000077
20071.21424285	1.630244	0.00000803
20117.02340468	1.630245	0.00000847
20162.83256651	1.630246	0.00000881
20208.64172835	1.630247	0.000009
20254.45089018	1.630248	0.000009
20300.26005201	1.630249	0.000009
20346.06921384	1.63025	0.000009
20391.87837568	1.630251	0.0000091
20437.68753751	1.630252	0.0000091
20483.49669934	1.630253	0.0000091
20529.30586117	1.630254	0.00000901
20575.115023	1.630255	0.000009
20620.92418484	1.630256	0.0000089
20666.73334667	1.630257	0.0000088
20712.5425085	1.630258	0.0000087
20758.35167033	1.630259	0.0000086
20804.16083217	1.63026	0.0000086
20849.969994	1.630261	0.0000087
20895.77915583	1.630262	0.00000878
20941.58831766	1.630263	0.0000089
20987.3974795	1.630264	0.00000905
21033.20664133	1.630265	0.0000093
21079.01580316	1.630266	0.00000962
21124.82496499	1.630268	0.00000996
21170.63412683	1.630269	0.0000102
21216.44328866	1.63027	0.0000103
21262.25245049	1.630271	0.0000103
21308.06161232	1.630272	0.0000103
21353.87077415	1.630273	0.0000103
21399.67993599	1.630274	0.0000103
21445.48909782	1.630275	0.0000103
21491.29825965	1.630276	0.0000104
21537.10742148	1.630277	0.0000104
21582.91658332	1.630278	0.0000105
21628.72574515	1.63028	0.00001066
21674.53490698	1.630281	0.00001079
21720.34406881	1.630282	0.00001093
21766.15323065	1.630283	0.0000111
21811.96239248	1.630284	0.0000113
21857.77155431	1.630285	0.00001144
21903.58071614	1.630286	0.0000116
21949.38987798	1.630287	0.0000117
21995.19903981	1.630288	0.0000118
22041.00820164	1.630289	0.0000119
22086.81736347	1.63029	0.000012
22132.62652531	1.630291	0.000012
22178.43568714	1.630292	0.0000121
22224.24484897	1.630293	0.0000121
22270.0540108	1.630294	0.0000121
22315.86317263	1.630295	0.0000121
22361.67233447	1.630296	0.000012
22407.4814963	1.630297	0.0000119
22453.29065813	1.630298	0.0000117
22499.09981996	1.630299	0.0000115
22544.9089818	1.6303	0.0000114
22590.71814363	1.630301	0.00001139
22636.52730546	1.630302	0.0000113
22682.33646729	1.630303	0.0000114
22728.14562913	1.630304	0.0000115
22773.95479096	1.630305	0.0000115
22819.76395279	1.630306	0.0000116
22865.57311462	1.630307	0.0000116
22911.38227646	1.6303083	0.0000117
22957.19143829	1.63031	0.0000117
23003.00060012	1.630311	0.0000117
23048.80976195	1.630312	0.0000117
23094.61892378	1.630313	0.0000117
23140.42808562	1.630315	0.0000117
23186.23724745	1.630316	0.0000117
23232.04640928	1.630317	0.00001161
23277.85557111	1.630318	0.0000116
23323.66473295	1.63032	0.0000116
23369.47389478	1.630321	0.0000116
23415.28305661	1.630322	0.0000116
23461.09221844	1.630324	0.0000116
23506.90138028	1.630325	0.0000115
23552.71054211	1.630326	0.00001143
23598.51970394	1.630328	0.0000114
23644.32886577	1.630329	0.0000113
23690.13802761	1.63033	0.0000113
23735.94718944	1.630332	0.0000112
23781.75635127	1.630333	0.0000111
23827.5655131	1.630334	0.0000111
23873.37467493	1.630336	0.0000111
23919.18383677	1.630337	0.0000111
23964.9929986	1.630339	0.0000111
24010.80216043	1.63034	0.0000111
24056.61132226	1.63034148	0.0000111
24102.4204841	1.630343	0.0000111
24148.22964593	1.630344	0.0000111
24194.03880776	1.630346	0.0000111
24239.84796959	1.630347	0.0000111
24285.65713143	1.630349	0.0000112
24331.46629326	1.63035	0.0000113
24377.27545509	1.63035118	0.0000114
24423.08461692	1.630353	0.0000114
24468.89377876	1.630354	0.0000114
24514.70294059	1.630356	0.0000115
24560.51210242	1.630357	0.0000117
24606.32126425	1.630359	0.0000119
24652.13042609	1.63036	0.00001223
24697.93958792	1.630362	0.00001257
24743.74874975	1.630363	0.000013
24789.55791158	1.630365	0.00001344
24835.36707341	1.630366	0.00001387
24881.17623525	1.630368	0.00001411
24926.98539708	1.630369	0.00001415
24972.79455891	1.630371	0.00001402
25018.60372074	1.63037256	0.000014
25064.41288258	1.630374	0.000014
25110.22204441	1.630376	0.000014
25156.03120624	1.630377	0.0000141
25201.84036807	1.630379	0.0000142
25247.64952991	1.63038	0.0000144
25293.45869174	1.630382	0.0000146
25339.26785357	1.63038325	0.00001477
25385.0770154	1.630385	0.000015
25430.88617724	1.630387	0.0000151
25476.69533907	1.630388	0.0000152
25522.5045009	1.63039	0.0000153
25568.31366273	1.630392	0.0000154
25614.12282456	1.630393	0.0000155
25659.9319864	1.630395	0.0000157
25705.74114823	1.630397	0.00001586
25751.55031006	1.630398	0.000016
25797.35947189	1.6304	0.0000162
25843.16863373	1.630402	0.0000163
25888.97779556	1.630403	0.0000164
25934.78695739	1.630405	0.0000165
25980.59611922	1.630407	0.0000166
26026.40528106	1.630409	0.00001661
26072.21444289	1.63041	0.0000167
26118.02360472	1.630412	0.0000168
26163.83276655	1.630414	0.0000168
26209.64192839	1.630416	0.0000169
26255.45109022	1.630417	0.0000169
26301.26025205	1.630419	0.0000169
26347.06941388	1.630421	0.000017
26392.87857572	1.630423	0.000017
26438.68773755	1.630425	0.00001703
26484.49689938	1.630427	0.0000171
26530.30606121	1.630428	0.0000172
26576.11522304	1.63043	0.0000173
26621.92438488	1.630432	0.0000173
26667.73354671	1.630434	0.0000173
26713.54270854	1.630436	0.0000173
26759.35187037	1.630438	0.0000173
26805.16103221	1.63044	0.0000174
26850.97019404	1.630442	0.0000175
26896.77935587	1.630444	0.0000176
26942.5885177	1.630445	0.0000177
26988.39767954	1.630448	0.00001786
27034.20684137	1.630449	0.000018
27080.0160032	1.630451	0.0000182
27125.82516503	1.630453	0.00001837
27171.63432687	1.630455	0.0000186
27217.4434887	1.630457	0.00001874
27263.25265053	1.6304594	0.0000189
27309.06181236	1.63046194	0.00001912
27354.87097419	1.630464	0.0000193
27400.68013603	1.630466	0.00001959
27446.48929786	1.630468	0.00001982
27492.29845969	1.63047	0.0000201
27538.10762152	1.630472	0.0000204
27583.91678336	1.630474	0.00002073
27629.72594519	1.630476	0.0000211
27675.53510702	1.630478	0.0000215
